Date,Start,Max,Min,End,HammerC,Hammer Score,DojiC,Doji Score,Engulf Score,SMA14,UpperBB,LowerBB,BB Score,TP,SMA14 TP,StdDev TP,CC1 cal,CCI Score,CCI Grad,RNN PL1,RNN PL2B,RNN PL1B,RNN PL2S,RNN PL1S,RNN PL2,Alert_Green,Alert_Red,Hammer_0,Hammer_Green Hammer,Hammer_Red Hammer,Doji_0,Doji_Green Doji,Doji_Red Doji,Green Engulf_0,Green Engulf_Green Engulf,Green Engulf_Red Engulf,BB Decision_0,BB Decision_Above,BB Decision_Below,Cci Over_0,Cci Over_Below,Cci Over_Over,FailureMode_Fail,FailureMode_Pass
2013-04-25,1.52776,1.548035,1.5273450000000002,1.54331,0.295959912,0,0.751570807,0,1,1.53063,1.5418100000000001,1.51945,-2,1.53956,1.5305600000000001,0.004520000000000001,132.7015881,0,193.14,-42.6,0.0,0.0,-0.005679999999999999,0.0,-56.8,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2013-04-26,1.54331,1.5499049999999999,1.541885,1.5475700000000001,0.410729991,0,0.53117207,0,0,1.53172,1.54539,1.51805,-2,1.54645,1.53159,0.00556,178.327333,-2,45.63,-14.2,0.0,0.0,-0.0014199999999999998,0.0,-14.2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
2013-04-28,1.5475700000000001,1.549355,1.547425,1.5489899999999999,0.233226837,0,0.735751295,0,0,1.5324,1.54792,1.51689,-2,1.54859,1.53239,0.00644,167.6419769,-2,-10.69,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2013-04-29,1.5489899999999999,1.554625,1.54789,1.5489899999999999,0.195208518,0,0.0,-1,0,1.53345,1.55077,1.51613,0,1.5505,1.53339,0.00759,150.21217439999998,-2,-17.43,-46.4,0.0,0.0,-0.00804,0.0,-80.4,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
2013-04-30,1.5489899999999999,1.5568899999999999,1.54683,1.5536299999999998,0.479411765,0,0.461232604,0,0,1.5347600000000001,1.55446,1.5150700000000001,-2,1.55245,1.5346600000000001,0.009179999999999999,129.1945932,0,-21.02,-34.0,0.0,0.0,0.00021,0.0,2.1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2013-01-05,1.5536299999999998,1.56066,1.5526950000000002,1.55703,0.837370242,0,0.42686754600000004,0,1,1.53672,1.55872,1.51472,-2,1.5568,1.53645,0.01081,125.4987862,0,-3.7,36.1,0.0,0.0,0.0,0.00361,36.1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2013-02-05,1.55703,1.55908,1.54966,1.55342,0.664310954,0,0.383227176,0,0,1.53798,1.56129,1.5146700000000002,0,1.55405,1.53791,0.01187,90.71623714,0,-34.78,39.4,0.0,0.00394,0.0,0.0,39.4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-03-05,1.55342,1.56024,1.54808,1.55736,0.310344828,0,0.324013158,0,0,1.5403200000000001,1.56421,1.51644,0,1.55523,1.53987,0.01214,84.33147336,0,-6.38,1.4,0.0,0.00014,0.0,0.0,1.4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-05,1.55736,1.5580049999999999,1.555625,1.5575,0.269333333,0,0.058823529000000006,0,0,1.54241,1.5667200000000001,1.51809,0,1.55704,1.54201,0.01214,82.50900876,0,-1.82,-37.1,-0.00371,0.0,0.0,0.0,-37.1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
2013-06-05,1.5575,1.5598299999999998,1.552065,1.55379,0.285596026,0,0.47778493200000005,0,-1,1.54459,1.5674,1.52178,0,1.55523,1.544,0.011479999999999999,65.21311788,0,-17.3,61.4,0.0,0.0,0.0,0.00614,61.4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2013-07-05,1.55379,1.55523,1.54463,1.54765,0.39841688700000005,0,0.579245283,0,-1,1.54639,1.56636,1.52642,0,1.5491700000000002,1.54587,0.00954,23.04018387,0,-42.17,-64.1,0.0,0.0,-0.006409999999999999,0.0,-64.1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2013-08-05,1.54765,1.559195,1.5471,1.55406,0.7377873559999999,0,0.529971062,0,0,1.54813,1.56653,1.52972,0,1.55345,1.54779,0.007809999999999999,48.37999567,0,25.34,-96.8,-0.00968,0.0,0.0,0.0,-96.8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-09-05,1.55406,1.55894,1.5426,1.5443799999999999,0.122252747,0,0.592411261,0,-1,1.54967,1.5632700000000002,1.53608,0,1.54864,1.54954,0.00549,-10.93582832,0,-59.32,82.2,0.0,0.0,0.0,0.00822,82.2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2013-10-05,1.5443799999999999,1.545765,1.531415,1.53616,0.494013535,0,0.5728223000000001,0,-1,1.55027,1.5609899999999999,1.53956,0,1.53778,1.55035,0.00456,-183.8014688,2,-172.87,-17.3,-0.00554,0.0,0.0,0.0,-55.4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
2013-12-05,1.53616,1.53621,1.53362,1.53443,0.45505618,0,0.667953668,0,0,1.54964,1.5623,1.53698,2,1.53475,1.55001,0.00495,-205.34397280000002,2,-21.54,-38.1,-0.01184,0.0,0.0,0.0,-118.4,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
2013-05-13,1.53443,1.538485,1.52778,1.53062,0.36109345200000004,0,0.355908454,0,-1,1.54843,1.56387,1.5329899999999999,2,1.5323,1.5490000000000002,0.00613,-181.5567479,2,23.79,-80.3,-0.006790000000000001,0.0,0.0,0.0,-67.9,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2013-05-14,1.53062,1.533115,1.52071,1.5225899999999999,0.178622328,0,0.647319629,0,-1,1.54654,1.56607,1.52702,2,1.52547,1.54735,0.008440000000000001,-172.76700569999997,2,8.79,12.4,0.0,0.00124,0.0,0.0,12.4,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2013-05-15,1.5225899999999999,1.527275,1.51737,1.52383,0.533281734,0,0.125189298,0,0,1.54475,1.56685,1.52264,0,1.52283,1.5453700000000001,0.01053,-142.70520480000002,0,30.06,38.1,0.0,0.00381,0.0,0.0,38.1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-16,1.52383,1.532245,1.5197450000000001,1.5276399999999999,0.583280557,0,0.3048,0,1,1.5428899999999999,1.56585,1.51993,0,1.52654,1.54352,0.011640000000000001,-97.26593216,0,45.44,-107.3,-0.01012,0.0,0.0,0.0,-101.2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-05-17,1.5276399999999999,1.52805,1.515825,1.51691,0.09739676800000001,0,0.8777096109999999,0,-1,1.5400200000000002,1.56473,1.51532,2,1.52026,1.54091,0.01235,-111.47401909999999,0,-14.21,6.1,0.0,0.00061,0.0,0.0,6.1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2013-05-19,1.51691,1.520265,1.5165799999999998,1.51752,2.920212766,1,0.16553595699999998,0,0,1.53746,1.56324,1.51168,0,1.5181200000000001,1.53834,0.01267,-106.3942777,0,5.08,86.6,0.0,0.00866,0.0,0.0,86.6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-20,1.51752,1.528135,1.516815,1.5261799999999999,0.20875600600000002,0,0.7650176679999999,0,1,1.5352299999999999,1.55945,1.51102,0,1.5237100000000001,1.53609,0.01211,-68.1761872,0,38.22,-101.2,-0.01012,0.0,0.0,0.0,-101.2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-05-21,1.5261799999999999,1.52626,1.5112700000000001,1.51606,0.46960784299999997,0,0.6751167440000001,0,-1,1.53227,1.55526,1.50929,0,1.51786,1.53329,0.01132,-90.85246122,0,-22.68,126.1,0.0,0.0,0.0,0.01261,126.1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2013-05-22,1.51606,1.517435,1.501965,1.50345,0.10618519800000001,0,0.81512605,0,-1,1.5286799999999998,1.55259,1.5047700000000002,2,1.5076200000000002,1.52989,0.01096,-135.4812084,0,-44.63,58.3,0.0,0.00583,0.0,0.0,58.3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2013-05-23,1.50345,1.51286,1.5014,1.50928,0.45431472100000003,0,0.5087260029999999,0,0,1.52594,1.54941,1.5024600000000001,0,1.50785,1.52694,0.010320000000000001,-123.39753950000001,0,12.08,32.4,0.0,0.00324,0.0,0.0,32.4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-24,1.50928,1.51426,1.506445,1.51252,0.286419753,0,0.41458733200000003,0,0,1.5229700000000002,1.54249,1.50345,0,1.51108,1.52391,0.00886,-96.64751546,0,26.75,4.3,0.0,0.00043,0.0,0.0,4.3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-26,1.51252,1.513865,1.51274,1.51295,4.3571428569999995,1,0.38222222200000006,0,0,1.52072,1.53752,1.50393,0,1.51319,1.52138,0.007670000000000001,-71.2286963,0,25.42,-21.0,-0.0021,0.0,0.0,0.0,-21.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-05-27,1.51295,1.515655,1.508725,1.51085,0.44224765899999996,0,0.303030303,0,-1,1.51892,1.53437,1.50346,0,1.5117399999999999,1.51952,0.00703,-73.77762723,0,-2.55,83.5,0.0,0.0,0.0,0.00835,83.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2013-05-28,1.51085,1.513515,1.501935,1.5025,0.05129369,0,0.721070812,0,-1,1.51664,1.53176,1.5015100000000001,2,1.5059799999999999,1.51747,0.0067599999999999995,-113.1734419,0,-39.4,105.1,0.0,0.01051,0.0,0.0,105.1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2013-05-29,1.5025,1.514615,1.50085,1.51301,0.13199013199999998,0,0.7635306940000001,0,0,1.51538,1.52884,1.50191,0,1.50949,1.5158399999999999,0.00628,-67.42549276,0,45.75,97.2,0.0,0.00972,0.0,0.0,97.2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-30,1.51301,1.524025,1.51101,1.52273,0.110494881,0,0.74683058,0,1,1.51539,1.5288700000000002,1.50191,0,1.51926,1.51539,0.00583,44.13640106,0,111.56,-28.7,-0.0020399999999999997,0.0,0.0,0.0,-20.4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-05-31,1.52273,1.524015,1.514065,1.51986,1.394705174,0,0.288442211,0,0,1.5151,1.52813,1.5020799999999999,0,1.51931,1.51514,0.00558,49.81369286,0,5.68,8.3,0.0,0.0008300000000000001,0.0,0.0,8.3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-02-06,1.51986,1.5212450000000002,1.519085,1.5206899999999999,0.345794393,0,0.38425925899999996,0,0,1.51461,1.52643,1.50279,0,1.52034,1.5147,0.00514,73.18286447,0,23.37,114.8,0.0,0.011479999999999999,0.0,0.0,114.8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-03-06,1.5206899999999999,1.53762,1.519615,1.53217,0.434090004,0,0.637600666,0,1,1.5157,1.53005,1.50135,-2,1.5298,1.51538,0.0058200000000000005,165.2086146,-2,92.03,19.8,0.0,0.0,0.0,0.00198,19.8,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2013-04-06,1.53217,1.53431,1.527355,1.53019,0.6881067959999999,0,0.284687275,0,0,1.5166,1.53245,1.50075,0,1.53062,1.51627,0.00671,142.4814342,0,-22.73,96.5,0.0,0.00965,0.0,0.0,96.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-05-06,1.53019,1.5413700000000001,1.52914,1.5398399999999999,0.142990654,0,0.789043336,0,1,1.51758,1.53634,1.49882,-2,1.53678,1.51721,0.00765,170.6944877,-2,28.21,-202.0,0.0,0.0,-0.0159,0.0,-159.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2013-06-06,1.5398399999999999,1.56846,1.5381850000000001,1.5600399999999999,0.38526652899999997,0,0.667217176,0,1,1.52072,1.54786,1.49358,-2,1.55556,1.5199,0.01051,226.1099438,-2,55.42,43.0,0.0,0.0,0.0,0.0043,43.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2013-07-06,1.5600399999999999,1.5618299999999998,1.54885,1.55574,1.13136289,0,0.331278891,0,0,1.52446,1.55456,1.49435,0,1.5554700000000001,1.52332,0.013090000000000001,163.738021,-2,-62.37,32.3,0.0,0.0,0.0,0.00323,32.3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2013-09-06,1.55574,1.55469,1.551625,1.55251,0.405963303,0,1.053833605,0,0,1.52754,1.55923,1.49585,0,1.55294,1.52654,0.01456,120.8642425,0,-42.87,41.4,0.0,0.00414,0.0,0.0,41.4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-10-06,1.55251,1.55866,1.549495,1.55665,0.280922432,0,0.45171849399999997,0,1,1.5307,1.5641,1.49729,0,1.55494,1.52967,0.01549,108.7508905,0,-12.11,76.9,0.0,0.007690000000000001,0.0,0.0,76.9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-11-06,1.55665,1.565305,1.5521,1.56434,0.078839869,0,0.582355168,0,1,1.53437,1.56988,1.49885,-2,1.5605799999999999,1.53306,0.01685,108.91778390000002,0,0.17,-39.2,0.0,0.0,-0.00392,0.0,-39.2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2013-12-06,1.56434,1.57015,1.56336,1.56826,0.385714286,0,0.5773195879999999,0,1,1.53847,1.57514,1.5018,0,1.56726,1.53702,0.0178,113.2255903,0,4.31,22.4,0.0,0.00224,0.0,0.0,22.4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-06-13,1.56826,1.573815,1.5644850000000001,1.5705,0.551122195,0,0.240085745,0,1,1.54332,1.57806,1.5085899999999999,0,1.5696,1.54157,0.01791,104.3408132,0,-8.88,2.0,0.0,0.0002,0.0,0.0,2.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-06-14,1.5705,1.571795,1.5616299999999999,1.5707,0.12072767400000001,0,0.019675357,0,0,1.54744,1.58079,1.5141,0,1.5680399999999999,1.54575,0.016909999999999998,87.86795834,0,-16.47,24.4,0.0,0.00244,0.0,0.0,24.4,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2013-06-16,1.5707,1.57349,1.571075,1.57314,0.169491525,0,1.010351967,0,1,1.55105,1.5839299999999998,1.51816,0,1.57257,1.54956,0.01585,96.79542074,0,8.93,-15.2,-0.010020000000000001,0.0,0.0,0.0,-100.2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-06-17,1.57314,1.5751549999999999,1.5681,1.57162,0.9957567190000001,0,0.215450035,0,0,1.55474,1.58491,1.52457,0,1.5716299999999999,1.55329,0.01371,89.11458068,0,-7.68,-85.0,-0.0085,0.0,0.0,0.0,-85.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-06-18,1.57162,1.5720450000000001,1.55654,1.56312,0.737254902,0,0.548210255,0,-1,1.55777,1.58284,1.53271,0,1.5639,1.55641,0.01125,44.42750893,0,-44.69,157.6,0.0,0.0,0.0,0.01576,157.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2013-06-19,1.56312,1.567705,1.54498,1.54736,0.116982059,0,0.6935093509999999,0,-1,1.5588600000000001,1.58117,1.53655,0,1.55335,1.55809,0.00957,-33.03629213,0,-77.46,-39.3,0.0,0.0,-0.0039299999999999995,0.0,-39.3,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2013-06-20,1.54736,1.552265,1.541505,1.55129,0.09964231,0,0.36524163600000004,0,0,1.56037,1.57807,1.5426600000000001,0,1.54835,1.55936,0.0083,-88.38423688,0,-55.35,-93.2,-0.01254,0.0,0.0,0.0,-125.4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-06-21,1.55129,1.5530700000000002,1.53684,1.54197,0.46216216200000004,0,0.574245225,0,0,1.5605200000000001,1.5776700000000001,1.54336,2,1.54396,1.55987,0.007790000000000001,-136.21096519999998,0,-47.83,-32.2,0.0034100000000000003,0.0,0.0,0.0,34.1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2013-06-23,1.54197,1.540095,1.53738,1.53875,1.018587361,0,1.186003683,0,0,1.5590000000000002,1.57891,1.53909,2,1.53874,1.55867,0.00899,-147.79913369999997,0,-11.59,66.3,0.0,0.00663,0.0,0.0,66.3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
2013-06-24,1.53875,1.5465200000000001,1.53437,1.54538,0.103542234,0,0.545679012,0,1,1.55826,1.57912,1.5374,0,1.54209,1.55771,0.009940000000000001,-104.73043349999999,0,43.07,-44.7,-0.013580000000000002,0.0,0.0,0.0,-135.8,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-06-25,1.54538,1.54779,1.539755,1.54091,0.167877907,0,0.556316117,0,0,1.5574299999999999,1.5796700000000001,1.53518,0,1.54282,1.5569899999999999,0.01067,-88.55876871,0,16.17,-91.1,-0.01529,0.0,0.0,0.0,-152.9,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-06-26,1.54091,1.54405,1.52979,1.5318,0.164081633,0,0.63884993,0,-1,1.55565,1.5808799999999998,1.5304200000000001,2,1.53521,1.55558,0.01208,-112.43747739999999,0,-23.88,-61.8,-0.010579999999999999,0.0,0.0,0.0,-105.8,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2013-06-27,1.5318,1.53463,1.5201799999999999,1.52562,0.603773585,0,0.427681661,0,-1,1.5528899999999999,1.58122,1.52455,2,1.52681,1.5531700000000002,0.01345,-130.6003144,0,-18.16,-44.0,-0.0047799999999999995,0.0,0.0,0.0,-47.8,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2013-06-28,1.52562,1.527915,1.5165799999999998,1.52122,0.693054518,0,0.388178209,0,0,1.5495299999999999,1.58025,1.51881,2,1.52191,1.54993,0.014219999999999998,-131.39489170000002,0,-0.79,-3.8,0.0005099999999999999,0.0,0.0,0.0,5.1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2013-06-30,1.52122,1.521435,1.519915,1.52084,1.5546218490000001,0,0.25,0,0,1.54598,1.5774700000000001,1.51449,0,1.52073,1.54644,0.014169999999999999,-120.9038328,0,10.49,8.9,0.0,0.0008900000000000001,0.0,0.0,8.9,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-01-07,1.52084,1.524905,1.5183,1.52173,0.925655977,0,0.13474640400000001,0,1,1.5424799999999999,1.57325,1.51171,0,1.52165,1.54312,0.013569999999999999,-105.47531950000001,0,15.43,-66.7,-0.006670000000000001,0.0,0.0,0.0,-66.7,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-02-07,1.52173,1.523825,1.513655,1.51506,0.160296634,0,0.6558505410000001,0,-1,1.53833,1.56745,1.50922,0,1.5175100000000001,1.53919,0.01311,-110.2288653,0,-4.75,-130.6,0.0,0.0,-0.013059999999999999,0.0,-130.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2013-03-07,1.51506,1.530485,1.513015,1.5281200000000001,0.156570672,0,0.747567258,0,1,1.5352299999999999,1.55939,1.51106,0,1.52387,1.53578,0.01182,-67.13118661,0,43.1,-242.0,-0.03945,0.0,0.0,0.0,-394.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-04-07,1.5281200000000001,1.528335,1.50275,1.5039200000000001,0.04792136,0,0.9458667190000001,0,-1,1.531,1.55493,1.5070700000000001,2,1.51167,1.53205,0.01146,-118.59888319999999,0,-51.47,-152.5,-0.01798,0.0,0.0,0.0,-179.8,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2013-05-07,1.5039200000000001,1.505575,1.485775,1.4886700000000002,0.17125110899999998,0,0.77020202,0,-1,1.52681,1.5562799999999999,1.49734,2,1.49334,1.52776,0.01209,-189.85800890000002,2,-71.26,-27.3,0.0047,0.0,0.0,0.0,47.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2013-07-07,1.4886700000000002,1.488235,1.485925,1.48594,0.006535948000000001,0,1.181818182,0,0,1.52214,1.55447,1.4898,2,1.4867,1.52336,0.01286,-190.07188069999998,2,-0.21,74.3,0.0,0.00743,0.0,0.0,74.3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
2013-08-07,1.48594,1.496645,1.485865,1.49337,0.43637575,0,0.689239332,0,1,1.51867,1.5519399999999999,1.48539,0,1.49196,1.5196399999999999,0.013859999999999999,-133.1361385,0,56.94,-87.1,0.01937,0.0,0.0,0.0,193.7,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2013-09-07,1.49337,1.49847,1.481355,1.48466,0.239319334,0,0.508910313,0,-1,1.5148,1.54992,1.47969,2,1.48816,1.51603,0.01547,-120.0622477,0,13.07,280.8,0.0,0.02808,0.0,0.0,280.8,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2013-10-07,1.48466,1.519375,1.48453,1.51274,0.23520028399999998,0,0.805854498,0,1,1.51247,1.54409,1.48085,0,1.50555,1.51342,0.014730000000000002,-35.61669133,0,84.45,44.5,0.0,0.00445,0.0,0.0,44.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-11-07,1.51274,1.52223,1.506165,1.51719,0.457142857,0,0.276999689,0,0,1.51078,1.53921,1.48234,0,1.5152,1.51145,0.013080000000000001,19.10792125,0,54.72,-63.9,-0.00619,0.0,0.0,0.0,-61.9,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-12-07,1.51719,1.518885,1.50766,1.5108,0.388373531,0,0.569265033,0,0,1.50928,1.53572,1.48284,0,1.51245,1.5098200000000002,0.011909999999999999,14.700182199999999,0,-4.41,2.0,0.0,0.0002,0.0,0.0,2.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-07-14,1.5108,1.51308,1.509765,1.511,1.684210526,0,0.060331825,1,0,1.50823,1.53342,1.48304,0,1.51128,1.50871,0.01112,15.4026989,0,0.7,-14.6,-0.00146,0.0,0.0,0.0,-14.6,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
2013-07-15,1.511,1.5126600000000001,1.502785,1.5095399999999999,2.165064103,-1,0.147848101,0,-1,1.5074,1.53176,1.48304,0,1.50833,1.5077399999999999,0.01043,3.745716572,0,-11.66,-33.1,0.0,0.0,-0.00331,0.0,-33.1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2013-07-16,1.5095399999999999,1.516905,1.5044899999999999,1.51285,0.48504784700000003,0,0.266612968,0,1,1.50683,1.53044,1.4832100000000001,0,1.51142,1.50708,0.00995,29.05468863,0,25.31,80.4,0.0,0.00804,0.0,0.0,80.4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-07-17,1.51285,1.5267899999999999,1.5079200000000001,1.5208899999999999,0.454895914,0,0.426073132,0,1,1.5067700000000002,1.53026,1.48327,0,1.51853,1.50685,0.00979,79.48799867,0,50.43,12.3,0.0,0.00123,0.0,0.0,12.3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-07-18,1.5208899999999999,1.5241850000000001,1.515585,1.5221200000000001,0.315990819,0,0.143023256,0,0,1.50727,1.53156,1.48299,0,1.52063,1.50708,0.00995,90.76975473,0,11.28,45.1,0.0,0.00451,0.0,0.0,45.1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-07-19,1.5221200000000001,1.528255,1.5197049999999999,1.52663,0.23465704,0,0.52748538,0,1,1.5071700000000001,1.53116,1.48317,0,1.52486,1.50715,0.01,118.0501913,0,27.28,19.2,0.0,0.0019199999999999998,0.0,0.0,19.2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-07-21,1.52663,1.52863,1.525815,1.52855,0.029250457,0,0.6820603909999999,0,1,1.5089299999999999,1.5347899999999999,1.48306,0,1.52767,1.50829,0.01082,119.36766599999999,0,1.32,79.1,0.0,0.007909999999999999,0.0,0.0,79.1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2013-07-22,1.52855,1.538445,1.526455,1.53646,0.1984008,0,0.65971643,0,1,1.51234,1.53902,1.48566,-2,1.53379,1.51118,0.010740000000000001,140.2901873,0,20.92,-7.6,0.0,0.0,-0.0007599999999999999,0.0,-7.6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2013-07-23,1.53646,1.539205,1.53265,1.53722,0.43435448600000004,0,0.115942029,0,0,1.516,1.54151,1.4905,0,1.53636,1.51473,0.01056,136.5181687,0,-3.77,-65.2,-0.006520000000000001,0.0,0.0,0.0,-65.2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
2013-07-24,1.53722,1.5390000000000001,1.528935,1.5307,0.212650602,0,0.647789369,0,-1,1.51867,1.54231,1.4950299999999999,0,1.53288,1.51765,0.01017,99.85870745,0,-36.66,-73.2,0.0,0.0,-0.00732,0.0,-73.2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2013-07-25,1.5307,1.54352,1.526325,1.5380200000000002,0.47028644700000005,0,0.425705147,0,0,1.5224799999999998,1.54067,1.50429,0,1.53596,1.52106,0.0093,106.7065889,0,6.85,3.0,0.0,0.0003,0.0,0.0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2013-07-26,1.5380200000000002,1.5417,1.5356049999999999,1.5383200000000001,1.244935543,0,0.049220673,0,0,1.52431,1.54318,1.5054299999999998,0,1.53854,1.52342,0.00944,106.74566159999999,0,0.04,8.0,0.0,0.0008,0.0,0.0,8.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2013-07-28,1.5383200000000001,1.5399200000000002,1.537555,1.53912,0.5111821089999999,0,0.338266385,0,0,1.52587,1.54555,1.50619,0,1.5388700000000002,1.52511,0.00975,94.01196143,0,-12.73,-51.0,-0.0051,0.0,0.0,0.0,-51.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2013-07-29,1.53912,1.541385,1.532875,1.5340200000000002,0.155465037,0,0.5992949470000001,0,-1,1.5275299999999998,1.546,1.50906,0,1.53609,1.5268,0.00939,65.96664421,0,-28.05,97.8,0.0,0.0,0.0,0.00978,97.8,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
