Date,Start,Max,Min,End,Volume,R1,S1,R2,S2,R3,S3,TypPr,SMA15,EMA15,SMA30,EMA30,StDev15,UppB15,LowB15,StDev30,UppB30,LowB30,MDev15,CCI15,Grad15,ROC15,MDev30,CCI30,Y1NexD,Y2SkpD,Y3Skp3D
2006.09.27,1.8944,1.8961,1.8852,1.8887,15105,1.8948,1.8839,1.9009,1.8791,1.9057,1.873,1.89,1.884,1.88989,1.88908,1.88702,0.011,1.90657,1.86143,0.011,1.91034,1.86781,0.00944,42.35,-50.62,-14.06,0.00863,46.36,0,1,1
2006.09.28,1.8888,1.8916,1.8722,1.8757,14877,1.88746,1.86806,1.89923,1.86043,1.90686,1.84866,1.87983,1.88412,1.88864,1.88875,1.88654,0.011,1.90658,1.86167,0.011,1.91027,1.86723,0.00933,-30.67,-73.01,-22.39,0.00894,-32.02,0,1,0
2006.09.29,1.8758,1.8781,1.8631,1.8722,12588,1.87916,1.86416,1.88613,1.85613,1.89416,1.84916,1.87113,1.88432,1.88645,1.88839,1.88552,0.011,1.90626,1.86238,0.011,1.9107,1.86607,0.00915,-96.12,-65.45,7.56,0.00932,-94.29,1,0,0
2006.10.02,1.8747,1.8875,1.8676,1.8864,11825,1.8934,1.8735,1.9004,1.8606,1.9133,1.8536,1.8805,1.88534,1.8857,1.88803,1.88518,0.01,1.90495,1.86573,0.011,1.9105,1.86557,0.00828,-38.94,57.18,122.63,0.00949,-33.95,1,0,1
2006.10.03,1.8865,1.89,1.8855,1.8876,12252,1.8899,1.8854,1.8922,1.8832,1.8944,1.8809,1.8877,1.88642,1.88595,1.88797,1.88535,0.009,1.90459,1.86824,0.011,1.91043,1.86551,0.00759,11.29,50.23,-6.95,0.00945,9.06,0,1,1
2006.10.04,1.8875,1.8882,1.8784,1.8865,14679,1.89034,1.88054,1.89417,1.87457,1.90014,1.87074,1.88437,1.88701,1.88576,1.88768,1.88528,0.009,1.90427,1.86974,0.011,1.91009,1.86527,0.00708,-24.87,-36.16,-86.39,0.00936,-18.82,0,1,1
2006.10.05,1.8864,1.8868,1.875,1.8787,10133,1.88534,1.87354,1.89197,1.86837,1.89714,1.86174,1.88017,1.8867,1.88506,1.88734,1.88494,0.009,1.90428,1.86913,0.011,1.90989,1.86479,0.00733,-59.5,-34.63,1.54,0.00948,-45.99,0,1,1
2006.10.06,1.8786,1.8856,1.8672,1.8705,9205,1.88166,1.86326,1.89283,1.85603,1.90006,1.84486,1.87443,1.88627,1.88373,1.88691,1.88424,0.009,1.90469,1.86786,0.012,1.90993,1.86389,0.00772,-102.27,-42.77,-8.14,0.00985,-80.15,0,1,1
2006.10.09,1.8688,1.8714,1.8634,1.8667,7349,1.87094,1.86294,1.87517,1.85917,1.87894,1.85494,1.86717,1.88545,1.88166,1.88605,1.8831,0.01,1.90599,1.86491,0.012,1.91,1.86209,0.00849,-143.6,-41.33,1.44,0.01021,-119.33,0,1,1
2006.10.10,1.8666,1.8702,1.8527,1.8538,9266,1.8651,1.8476,1.8764,1.8414,1.8826,1.8301,1.8589,1.88389,1.87881,1.88476,1.88149,0.012,1.90833,1.85945,0.013,1.91022,1.8593,0.01001,-166.42,-22.82,18.51,0.01057,-157.6,1,1,0
2006.10.11,1.8537,1.8588,1.8517,1.8542,8763,1.8581,1.851,1.862,1.8478,1.8652,1.8439,1.8549,1.88177,1.87582,1.88318,1.87972,0.014,1.91008,1.85346,0.013,1.90993,1.85643,0.01162,-154.19,12.22,35.04,0.01084,-165.21,1,0,0
2006.10.12,1.8541,1.8612,1.8536,1.8588,8178,1.86214,1.85454,1.86547,1.85027,1.86974,1.84694,1.85787,1.87915,1.87358,1.88163,1.87826,0.015,1.90852,1.84977,0.014,1.90869,1.85458,0.01207,-117.59,36.6,24.38,0.01082,-131.09,0,0,0
2006.10.13,1.8592,1.8632,1.8533,1.8557,8084,1.8615,1.8516,1.8673,1.8475,1.8714,1.8417,1.8574,1.87618,1.87156,1.88013,1.87687,0.014,1.90475,1.84761,0.014,1.90741,1.85286,0.0122,-102.66,14.93,-21.67,0.01082,-115.77,1,0,0
2006.10.16,1.8549,1.8646,1.8523,1.8621,9213,1.86704,1.85474,1.87197,1.84737,1.87934,1.84244,1.85967,1.87338,1.87007,1.8786,1.87572,0.013,1.89951,1.84724,0.013,1.9051,1.85209,0.01155,-79.15,23.5,8.57,0.01079,-84.72,1,0,0
2006.10.17,1.862,1.8735,1.8608,1.8714,9410,1.87634,1.86364,1.88127,1.85587,1.88904,1.85094,1.86857,1.87151,1.86988,1.87765,1.87525,0.012,1.89455,1.84847,0.013,1.90347,1.85182,0.01019,-19.23,59.93,36.42,0.0106,-18.5,0,0,0
2006.10.18,1.8717,1.8738,1.8662,1.8674,10140,1.87206,1.86446,1.87673,1.86153,1.87966,1.85686,1.86913,1.87012,1.86979,1.87706,1.87484,0.01,1.89094,1.8493,0.013,1.90283,1.85129,0.00898,-7.29,11.93,-47.99,0.01061,-6.17,1,0,0
2006.10.19,1.8672,1.8798,1.8664,1.8772,9027,1.88254,1.86914,1.88787,1.86107,1.89594,1.85574,1.87447,1.86976,1.87037,1.87694,1.87481,0.01,1.89008,1.84944,0.013,1.90273,1.85115,0.00859,36.52,43.82,31.89,0.01067,29.42,1,0,0
2006.10.20,1.8771,1.886,1.8754,1.8833,9003,1.88774,1.87714,1.89217,1.87097,1.89834,1.86654,1.88157,1.87045,1.87177,1.87739,1.87526,0.011,1.89161,1.8493,0.013,1.90302,1.85176,0.00934,79.35,42.83,-0.99,0.0105,70.54,0,1,0
2006.10.23,1.8829,1.8832,1.8685,1.8726,7574,1.88104,1.86634,1.88947,1.86007,1.89574,1.85164,1.87477,1.87007,1.87215,1.8777,1.87523,0.01,1.89069,1.84945,0.013,1.90296,1.85245,0.00893,35.06,-44.29,-87.12,0.01017,30.79,0,1,0
2006.10.24,1.8728,1.8767,1.8672,1.8724,7907,1.877,1.8675,1.8816,1.8626,1.8865,1.858,1.8721,1.86903,1.87214,1.87772,1.87502,0.009,1.88744,1.85062,0.013,1.90296,1.85249,0.00783,26.12,-8.94,35.35,0.01014,20.17,1,0,0
2006.10.25,1.8722,1.8799,1.8719,1.8781,8912,1.88136,1.87336,1.88463,1.86863,1.88936,1.86536,1.87663,1.86852,1.8727,1.87776,1.87513,0.009,1.88556,1.85147,0.013,1.90299,1.85254,0.00736,73.54,47.42,56.36,0.0101,53.57,1,0,0
2006.10.26,1.8784,1.8924,1.8777,1.8897,9167,1.8955,1.8808,1.9013,1.8719,1.9102,1.8661,1.8866,1.86894,1.87444,1.87782,1.87589,0.009,1.88741,1.85048,0.013,1.90313,1.85252,0.00775,151.82,78.29,30.86,0.01016,115.84,1,0,0
2006.10.27,1.8898,1.9002,1.8869,1.8978,8694,1.90304,1.88974,1.90827,1.88167,1.91634,1.87644,1.89497,1.87031,1.87701,1.87829,1.87717,0.011,1.89281,1.84782,0.013,1.90432,1.85227,0.00919,178.89,27.06,-51.22,0.0106,155.08,1,0,0
2006.10.30,1.8962,1.9041,1.8953,1.8985,8325,1.9033,1.8945,1.9081,1.8905,1.9121,1.8857,1.8993,1.87246,1.87979,1.87895,1.87864,0.013,1.89908,1.84583,0.014,1.90605,1.85186,0.01081,165.48,-13.41,-40.47,0.01121,159.6,1,0,0
2006.10.31,1.8987,1.9097,1.8956,1.9078,9170,1.91314,1.89904,1.91847,1.89027,1.92724,1.88494,1.90437,1.87549,1.88286,1.87969,1.88036,0.015,1.9054,1.84557,0.014,1.90826,1.85111,0.01207,159.53,-5.94,7.46,0.0119,161.81,0,0,1
2006.11.01,1.9076,1.9135,1.9054,1.9078,9205,1.9124,1.9043,1.917,1.9008,1.9205,1.8962,1.9089,1.87909,1.88612,1.88043,1.88226,0.016,1.91114,1.84703,0.015,1.91079,1.85007,0.01349,147.33,-12.21,-6.26,0.01265,157.14,1,1,1
2006.11.02,1.9081,1.9106,1.9033,1.9079,8373,1.91124,1.90394,1.91457,1.89997,1.91854,1.89664,1.90727,1.88238,1.88876,1.88076,1.88393,0.016,1.91518,1.84958,0.016,1.91207,1.84946,0.01428,116.16,-31.17,-18.96,0.01302,127.39,0,1,1
2006.11.03,1.9078,1.9107,1.8974,1.9011,7918,1.90874,1.89544,1.91637,1.88977,1.92204,1.88214,1.90307,1.88542,1.89055,1.8808,1.8852,0.016,1.91683,1.85401,0.016,1.91222,1.84939,0.0142,82.83,-33.33,-2.17,0.01307,89.99,0,1,0
2006.11.06,1.9016,1.9027,1.8947,1.899,7246,1.9029,1.8949,1.9068,1.8908,1.9109,1.8869,1.8988,1.88803,1.89158,1.88071,1.88611,0.014,1.91685,1.85922,0.016,1.91187,1.84954,0.01339,53.6,-29.23,4.1,0.01296,55.4,1,0,0
2006.11.07,1.8989,1.9121,1.8976,1.9068,8280,1.9134,1.8989,1.92,1.891,1.9279,1.8844,1.9055,1.8905,1.89332,1.881,1.8874,0.014,1.91853,1.86246,0.016,1.91292,1.84908,0.01309,76.4,22.79,52.02,0.01329,75.25,0,0,1
2006.11.08,1.907,1.9096,1.9005,1.9042,8201,1.90904,1.89994,1.91387,1.89567,1.91814,1.89084,1.90477,1.89287,1.89475,1.88149,1.88856,0.013,1.91926,1.86649,0.016,1.9144,1.84859,0.01215,65.29,-11.1,-33.9,0.01385,57.26,1,0,1
2006.11.09,1.9043,1.9084,1.8973,1.9071,9284,1.91124,1.90014,1.91537,1.89317,1.92234,1.88904,1.90427,1.89486,1.89594,1.88231,1.88961,0.012,1.91985,1.86986,0.017,1.9162,1.84841,0.01102,56.94,-8.35,2.75,0.01466,42.79,1,1,1
2006.11.10,1.9068,1.9177,1.9061,1.9105,9226,1.91676,1.90516,1.92303,1.89983,1.92836,1.89356,1.91143,1.89685,1.89788,1.88365,1.89106,0.013,1.92205,1.87165,0.018,1.91884,1.84847,0.01056,92.1,35.16,43.51,0.01535,63.36,0,1,1
2006.11.13,1.9119,1.9153,1.8996,1.9013,10600,1.9112,1.8955,1.9211,1.8897,1.9269,1.8798,1.9054,1.89889,1.89882,1.88448,1.89202,0.011,1.92143,1.87636,0.018,1.9205,1.84847,0.00871,49.8,-42.3,-77.46,0.01597,27.17,0,1,1
2006.11.14,1.9016,1.9049,1.8922,1.8956,9588,1.90294,1.89024,1.91027,1.88487,1.91564,1.87754,1.89757,1.90059,1.89866,1.88481,1.89239,0.009,1.91806,1.88311,0.018,1.92111,1.84851,0.00662,-30.43,-80.22,-37.92,0.01632,-12.34,0,1,0
2006.11.15,1.8955,1.8968,1.8836,1.8897,9003,1.89646,1.88326,1.90323,1.87683,1.90966,1.87006,1.89003,1.90148,1.89758,1.885,1.89223,0.007,1.91486,1.88811,0.018,1.92135,1.84865,0.00555,-137.52,-107.09,-26.87,0.01648,-46.3,0,1,0
2006.11.16,1.8893,1.8932,1.8851,1.8882,7677,1.89256,1.88446,1.89693,1.88073,1.90066,1.87636,1.88883,1.90163,1.89649,1.88529,1.892,0.006,1.91437,1.88889,0.018,1.92162,1.84896,0.00537,-158.83,-21.32,85.78,0.01643,-51.93,1,0,0
2006.11.17,1.8883,1.8966,1.8835,1.8943,7283,1.89944,1.88634,1.90457,1.87837,1.91254,1.87324,1.89147,1.9014,1.89586,1.88586,1.89197,0.007,1.91473,1.88806,0.018,1.92202,1.84969,0.00565,-117.15,41.68,63,0.0162,-40.87,1,0,0
2006.11.20,1.8945,1.8985,1.8931,1.8969,7161,1.89924,1.89384,1.90157,1.89077,1.90464,1.88844,1.89617,1.90119,1.8959,1.88682,1.89225,0.007,1.91475,1.88763,0.018,1.92249,1.85116,0.0059,-56.73,60.42,18.74,0.01574,-21.27,1,0,0
2006.11.21,1.8972,1.9006,1.896,1.8996,6474,1.90146,1.89686,1.90333,1.89413,1.90606,1.89226,1.89873,1.90081,1.89625,1.88815,1.89268,0.007,1.91431,1.88732,0.017,1.9225,1.8538,0.00588,-23.59,33.14,-27.28,0.01494,-9.28,1,0,0
2006.11.22,1.8993,1.9165,1.8983,1.9153,7755,1.92176,1.90356,1.92823,1.89183,1.93996,1.88536,1.91003,1.90089,1.89798,1.88999,1.89384,0.007,1.91458,1.8872,0.016,1.92289,1.85708,0.00595,102.47,126.05,92.91,0.01415,43.08,1,0,0
2006.11.23,1.9151,1.9169,1.9129,1.9154,6028,1.91724,1.91324,1.91907,1.91107,1.92124,1.90924,1.91507,1.90141,1.90011,1.89189,1.89525,0.008,1.91654,1.88628,0.016,1.92375,1.86004,0.00643,141.5,39.03,-87.02,0.01356,67.15,1,0,0
2006.11.24,1.9155,1.9348,1.9145,1.932,8140,1.9397,1.9194,1.9474,1.9068,1.96,1.8991,1.9271,1.90301,1.90349,1.89422,1.89738,0.01,1.92286,1.88316,0.016,1.92583,1.8626,0.00793,202.5,61.01,21.98,0.01312,122.42,1,0,0
2006.11.27,1.939,1.941,1.9305,1.9371,9490,1.9419,1.9314,1.9467,1.9257,1.9524,1.9209,1.9362,1.9055,1.90758,1.89677,1.89996,0.013,1.93116,1.87985,0.016,1.92916,1.86437,0.00964,212.25,9.74,-51.26,0.01285,159.3,1,0,0
2006.11.28,1.9374,1.9535,1.9367,1.9513,10270,1.95764,1.94084,1.96397,1.93037,1.97444,1.92404,1.94717,1.90828,1.91252,1.89939,1.90311,0.017,1.9413,1.87526,0.018,1.93481,1.86397,0.01297,199.8,-12.44,-22.19,0.01327,195.31,0,0,0
2006.11.29,1.9515,1.9544,1.9434,1.946,11991,1.95246,1.94146,1.95893,1.93693,1.96346,1.93046,1.94793,1.91116,1.91695,1.90202,1.9061,0.019,1.94954,1.87278,0.019,1.93969,1.86434,0.01573,155.9,-43.91,-31.46,0.01388,176.6,1,0,0
2006.11.30,1.9457,1.9697,1.9446,1.9652,10521,1.97506,1.94996,1.98493,1.93473,2.00016,1.92486,1.95983,1.91486,1.92231,1.90486,1.90968,0.023,1.96,1.86973,0.021,1.94647,1.86325,0.01922,156.02,0.12,44.03,0.0149,201.2,1,0,1
2006.12.01,1.9653,1.9846,1.9634,1.981,9830,1.98926,1.96806,1.99753,1.95513,2.01046,1.94686,1.97633,1.91919,1.92906,1.90802,1.91412,0.027,1.97366,1.86472,0.024,1.95598,1.86006,0.02392,159.24,3.22,3.1,0.01732,219.95,0,0,1
2006.12.04,1.9832,1.9838,1.9722,1.9809,8999,1.98574,1.97414,1.99057,1.96737,1.99734,1.96254,1.97897,1.9241,1.9353,1.91149,1.91845,0.031,1.98552,1.86267,0.026,1.96418,1.85881,0.02732,133.92,-25.32,-28.54,0.01978,184.97,0,1,1
2006.12.05,1.9807,1.9814,1.9677,1.9726,9691,1.9801,1.9664,1.9876,1.9602,1.9938,1.9527,1.9739,1.92918,1.94013,1.91489,1.92214,0.032,1.99355,1.86482,0.028,1.97004,1.85973,0.02881,103.49,-30.43,-5.11,0.0219,136.11,0,1,1
2006.12.06,1.9727,1.9739,1.9615,1.9651,8319,1.97216,1.95976,1.97923,1.95443,1.98456,1.94736,1.96683,1.9343,1.94346,1.91789,1.92512,0.032,1.99761,1.871,0.028,1.9742,1.86159,0.02836,76.46,-27.03,3.4,0.02355,92.09,0,1,0
2006.12.07,1.9649,1.971,1.9611,1.9629,8434,1.9689,1.959,1.9749,1.9551,1.9788,1.9491,1.965,1.93938,1.94616,1.92051,1.92778,0.03,1.99942,1.87935,0.029,1.97802,1.86299,0.02679,63.75,-12.7,14.33,0.02495,68.46,0,1,0
2006.12.08,1.9634,1.9728,1.9517,1.9545,10229,1.96764,1.94654,1.98077,1.93857,1.98874,1.92544,1.95967,1.94393,1.94785,1.92266,1.92991,0.027,1.99887,1.88899,0.029,1.98103,1.86429,0.02404,43.65,-20.1,-7.4,0.02598,40.39,1,0,0
2006.12.11,1.9529,1.9594,1.9463,1.9591,8464,1.96356,1.95046,1.96803,1.94183,1.97666,1.93736,1.95493,1.94785,1.94873,1.92452,1.93158,0.024,1.99665,1.89905,0.029,1.98334,1.8657,0.02037,23.19,-20.46,-0.35,0.02664,17.73,1,0,1
2006.12.12,1.959,1.9714,1.9575,1.9705,9328,1.97544,1.96154,1.98037,1.95257,1.98934,1.94764,1.96647,1.95236,1.95095,1.92659,1.9339,0.021,1.99418,1.91054,0.03,1.98678,1.8664,0.01742,53.97,30.78,51.23,0.02765,34.01,0,0,1
2006.12.13,1.9706,1.9727,1.9604,1.9661,8106,1.9724,1.9601,1.9787,1.9541,1.9847,1.9478,1.9664,1.95612,1.95288,1.9285,1.93607,0.018,1.99172,1.92052,0.031,1.98997,1.86704,0.01444,47.45,-6.52,-37.29,0.02861,23.96,0,1,0
2006.12.14,1.9663,1.9712,1.9578,1.9613,7539,1.96906,1.95566,1.97683,1.95003,1.98246,1.94226,1.96343,1.95934,1.9542,1.93038,1.93789,0.014,1.98746,1.93123,0.031,1.99256,1.8682,0.01112,24.52,-22.94,-16.42,0.02919,9.34,0,1,0
2006.12.15,1.9612,1.9664,1.9498,1.9521,9410,1.9624,1.9458,1.9727,1.9395,1.979,1.9292,1.9561,1.96128,1.95444,1.93214,1.93911,0.011,1.98366,1.93889,0.031,1.99413,1.87016,0.00895,-38.58,-63.09,-40.16,0.02913,-11.85,0,0,0
2006.12.18,1.9522,1.9578,1.9433,1.9474,6743,1.9557,1.9412,1.964,1.935,1.9702,1.9267,1.9495,1.96216,1.95382,1.93383,1.9398,0.01,1.98133,1.943,0.031,1.99485,1.87282,0.008,-105.51,-66.93,-3.84,0.02849,-29.64,1,0,0
2006.12.19,1.9476,1.97,1.9474,1.9691,8250,1.97694,1.95434,1.98477,1.93957,1.99954,1.93174,1.96217,1.96316,1.95486,1.93572,1.94129,0.009,1.98058,1.94575,0.03,1.99662,1.87482,0.00694,-9.59,95.92,162.84,0.02824,-2.36,0,0,1
2006.12.20,1.9692,1.9747,1.9618,1.9649,7674,1.97246,1.95956,1.98003,1.95423,1.98536,1.94666,1.96713,1.96444,1.9564,1.9378,1.94301,0.008,1.97991,1.94898,0.03,1.99859,1.87701,0.00606,29.56,39.15,-56.76,0.02794,6.42,0,1,1
2006.12.21,1.9651,1.9697,1.9557,1.9619,8451,1.96916,1.95516,1.97643,1.94843,1.98316,1.94116,1.96243,1.96462,1.95715,1.93974,1.94431,0.008,1.97993,1.94931,0.03,1.99983,1.87965,0.00588,-24.77,-54.33,-93.49,0.02726,-5.34,0,1,0
2006.12.22,1.962,1.9682,1.9557,1.9579,8183,1.9655,1.953,1.9731,1.9481,1.978,1.9405,1.9606,1.96357,1.95758,1.94138,1.94539,0.007,1.97763,1.94951,0.03,2.00098,1.88178,0.0053,-37.37,-12.6,41.73,0.02657,-7.45,0,1,0
2006.12.26,1.9579,1.9597,1.9514,1.9536,7920,1.9584,1.9501,1.9632,1.9466,1.9667,1.9418,1.9549,1.96196,1.95725,1.94303,1.94603,0.006,1.97397,1.94996,0.029,2.00127,1.88479,0.00481,-97.88,-60.51,-47.9,0.02527,-18.63,1,0,0
2006.12.27,1.9538,1.9632,1.9526,1.9583,8916,1.96346,1.95286,1.96863,1.94743,1.97406,1.94226,1.95803,1.96091,1.95735,1.94505,1.94683,0.005,1.97119,1.95062,0.028,2.001,1.88909,0.00435,-44.05,53.83,114.34,0.02345,-8.17,1,0,1
2006.12.28,1.9582,1.9677,1.9552,1.9627,9546,1.96854,1.95604,1.97437,1.94937,1.98104,1.94354,1.96187,1.96058,1.95791,1.94744,1.94783,0.005,1.97039,1.95076,0.026,1.9998,1.89508,0.00404,21.29,65.34,11.51,0.02108,4.08,0,0,1
2006.12.29,1.9626,1.9669,1.9566,1.9603,9007,1.96594,1.95564,1.97157,1.95097,1.97624,1.94534,1.96127,1.96033,1.95833,1.94985,1.94873,0.005,1.96986,1.95079,0.024,1.99767,1.90204,0.00384,16.3,-4.99,-70.33,0.01861,3.37,1,1,1
2007.01.02,1.9613,1.9741,1.9587,1.9732,13284,1.97864,1.96324,1.98407,1.95327,1.99404,1.94784,1.96867,1.96093,1.95962,1.95243,1.95006,0.005,1.97132,1.95054,0.022,1.99547,1.90939,0.0042,122.88,106.58,111.57,0.01626,31.73,0,1,1
2007.01.03,1.9731,1.975,1.948,1.9505,9882,1.96766,1.94066,1.98483,1.93083,1.99466,1.91366,1.95783,1.96112,1.9594,1.95448,1.95057,0.005,1.97116,1.95108,0.019,1.99213,1.91684,0.00397,-55.23,-178.12,-284.69,0.01361,-16.1,0,1,1
2007.01.04,1.9504,1.9529,1.9396,1.9441,10716,1.95146,1.93816,1.95883,1.93223,1.96476,1.92486,1.94553,1.95972,1.95767,1.95604,1.95024,0.006,1.97198,1.94747,0.016,1.98773,1.92436,0.00486,-194.68,-139.45,38.66,0.01147,-82.47,0,1,1
2007.01.05,1.9438,1.9441,1.9263,1.9291,10307,1.94004,1.92224,1.95097,1.91537,1.95784,1.90444,1.93317,1.95751,1.9546,1.95681,1.9491,0.009,1.97502,1.94,0.014,1.9849,1.92873,0.00645,-251.76,-57.07,82.38,0.01049,-154.69,1,1,0
2007.01.08,1.9303,1.9403,1.926,1.9389,8683,1.94414,1.92984,1.94937,1.92077,1.95844,1.91554,1.93507,1.95562,1.95216,1.95748,1.94816,0.01,1.97605,1.93519,0.012,1.98234,1.93263,0.00799,-171.48,80.28,137.35,0.00965,-142.03,0,0,0
2007.01.09,1.9387,1.9454,1.938,1.9387,9318,1.9434,1.936,1.9481,1.9333,1.9508,1.9286,1.9407,1.95459,1.95073,1.95793,1.94767,0.011,1.97633,1.93286,0.012,1.98099,1.93488,0.0092,-100.68,70.81,-9.47,0.00908,-102.01,0,0,0
2007.01.10,1.9388,1.9421,1.9312,1.9326,9843,1.9394,1.9285,1.9462,1.9244,1.9503,1.9176,1.9353,1.95364,1.9488,1.9579,1.94684,0.012,1.97733,1.92996,0.012,1.98107,1.93474,0.01046,-116.91,-16.23,-87.04,0.00911,-134.18,1,0,0
2007.01.11,1.9325,1.9536,1.9316,1.9443,10907,1.95474,1.93274,1.96517,1.92117,1.97674,1.91074,1.94317,1.95238,1.9481,1.95777,1.9466,0.012,1.97614,1.92862,0.012,1.98123,1.93431,0.01084,-56.63,60.28,76.52,0.00928,-66.18,1,0,0
2007.01.12,1.9444,1.9606,1.9425,1.9589,10167,1.9655,1.9474,1.9721,1.9359,1.9836,1.9293,1.954,1.9515,1.94883,1.95797,1.94709,0.011,1.97396,1.92905,0.012,1.98119,1.93475,0.01014,16.42,73.04,12.76,0.00903,18.44,1,0,0
2007.01.15,1.959,1.9667,1.9569,1.9638,7392,1.96804,1.95824,1.97227,1.95267,1.97784,1.94844,1.96247,1.9515,1.95054,1.95806,1.94812,0.011,1.97396,1.92905,0.012,1.98133,1.93479,0.01015,72.03,55.62,-17.43,0.0091,80.27,0,0,0
2007.01.16,1.9639,1.9706,1.959,1.9605,10210,1.96774,1.95614,1.97497,1.95177,1.97934,1.94454,1.96337,1.95169,1.95214,1.95763,1.94913,0.011,1.97449,1.92889,0.011,1.97999,1.93527,0.01029,75.63,3.6,-52.01,0.00877,88.77,1,0,0
2007.01.17,1.9604,1.9726,1.9599,1.9697,8906,1.9749,1.9622,1.9801,1.9547,1.9876,1.9495,1.9674,1.95252,1.95405,1.95724,1.95035,0.012,1.97661,1.92844,0.011,1.97849,1.936,0.01096,90.5,14.86,11.26,0.00849,116.86,1,0,0
2007.01.18,1.9696,1.9777,1.9635,1.9738,10086,1.97984,1.96564,1.98587,1.95747,1.99404,1.95144,1.97167,1.95343,1.95625,1.95717,1.95177,0.013,1.97925,1.92762,0.011,1.97819,1.93615,0.01169,104.02,13.52,-1.34,0.00843,144.16,0,0,1
2007.01.19,1.9736,1.9772,1.9694,1.9738,8891,1.97754,1.96974,1.98127,1.96567,1.98534,1.96194,1.97347,1.9542,1.9584,1.95739,1.95322,0.014,1.98163,1.92678,0.011,1.97895,1.93583,0.01233,104.12,0.1,-13.42,0.00859,149.41,1,0,1
2007.01.22,1.9737,1.9786,1.9715,1.9752,7941,1.9787,1.9716,1.9822,1.968,1.9858,1.9645,1.9751,1.95513,1.96049,1.95773,1.95468,0.015,1.98431,1.92594,0.011,1.98005,1.9354,0.01319,100.92,-3.2,-3.3,0.00884,150.6,1,1,1
2007.01.23,1.9753,1.9913,1.9748,1.9814,9677,1.9902,1.9737,1.999,1.966,2.0067,1.9572,1.9825,1.95605,1.96324,1.95849,1.95653,0.016,1.98766,1.92444,0.012,1.98252,1.93446,0.01405,125.47,24.55,27.75,0.00947,186.13,0,1,1
2007.01.24,1.9811,1.983,1.9644,1.9682,10980,1.97934,1.96074,1.99047,1.95327,1.99794,1.94214,1.97187,1.95698,1.96432,1.95905,1.95755,0.016,1.98957,1.9244,0.012,1.98351,1.93459,0.01493,66.46,-59.01,-83.55,0.00969,102.41,0,1,1
2007.01.25,1.968,1.9733,1.9623,1.9634,9647,1.97036,1.95936,1.97733,1.95533,1.98136,1.94836,1.96633,1.95837,1.96457,1.95905,1.95814,0.016,1.99066,1.92609,0.012,1.9835,1.93459,0.01451,36.58,-29.88,29.12,0.00968,54.81,0,1,0
2007.01.26,1.9632,1.9679,1.9559,1.9593,8767,1.96616,1.95416,1.97303,1.94903,1.97816,1.94216,1.96103,1.96023,1.96413,1.95887,1.95833,0.015,1.98957,1.93089,0.012,1.98318,1.93455,0.01239,4.33,-32.25,-2.37,0.00954,5.62,1,1,0
2007.01.29,1.961,1.9613,1.9547,1.9605,5612,1.96296,1.95636,1.96543,1.95223,1.96956,1.94976,1.95883,1.96181,1.96347,1.95872,1.95837,0.013,1.98794,1.93569,0.012,1.98297,1.93446,0.01038,-19.14,-23.47,8.78,0.00942,-21.09,1,0,0
2007.01.30,1.9607,1.9695,1.9599,1.9625,6991,1.96804,1.95844,1.97357,1.95437,1.97764,1.94884,1.96397,1.96336,1.96353,1.95898,1.95874,0.012,1.98693,1.9398,0.012,1.98329,1.93467,0.00872,4.61,23.75,47.21,0.00945,4.25,1,0,1
2007.01.31,1.9622,1.9668,1.948,1.964,8748,1.9712,1.9524,1.9784,1.9408,1.99,1.9336,1.9596,1.96498,1.96304,1.95931,1.9588,0.009,1.98339,1.94658,0.012,1.98337,1.93526,0.00713,-50.38,-54.98,-78.73,0.00906,-39.61,1,0,0
2007.02.01,1.9643,1.9737,1.962,1.9671,7343,1.9732,1.9615,1.9793,1.9559,1.9849,1.9498,1.9676,1.96661,1.96361,1.9595,1.95938,0.007,1.98086,1.95237,0.012,1.98371,1.93528,0.00577,11.39,61.77,116.75,0.00919,7.15,0,1,0
2007.02.02,1.9674,1.9746,1.9635,1.966,6772,1.97256,1.96146,1.97913,1.95693,1.98366,1.95036,1.96803,1.96755,1.96416,1.95953,1.95996,0.006,1.9801,1.955,0.012,1.98378,1.93527,0.00499,6.48,-4.91,-66.68,0.00922,3.5,0,0,1
2007.02.05,1.9653,1.9667,1.9535,1.9598,6518,1.9665,1.9533,1.9732,1.9468,1.9797,1.9401,1.96,1.96738,1.96364,1.95944,1.95996,0.006,1.98026,1.95451,0.012,1.98368,1.93521,0.00514,-95.76,-102.24,-97.32,0.00916,-53.76,1,0,1
2007.02.06,1.96,1.972,1.9588,1.9709,5996,1.97566,1.96246,1.98043,1.95403,1.98886,1.94926,1.96723,1.96764,1.96409,1.95967,1.96045,0.006,1.98034,1.95495,0.012,1.98406,1.93527,0.0049,-5.56,90.2,192.44,0.00932,-2.92,0,1,1
2007.02.07,1.9707,1.9732,1.9672,1.97,5507,1.97306,1.96706,1.97613,1.96413,1.97906,1.96106,1.97013,1.96782,1.96485,1.96017,1.96109,0.006,1.98058,1.95507,0.012,1.98478,1.93557,0.00507,30.38,35.94,-54.26,0.00939,16.39,0,1,1
